affy_probe	gene_symbol
1559030_a_at	LOC286154
73619_at	TRBV4-2
90259_at	LOC286161
228615_at	LOC286161
1562365_at	LOC286177
1556573_s_at	LOC286178
1553241_at	NKAIN3
1560337_at	LOC286184
76987_at	LRRC67
76988_g_at	LRRC67
76991_r_at	LRRC67
42588_r_at	LOC286189
1556421_at	LOC286189
79904_at	LOC286190
1559264_at	LOC286190
221365_at	MLNR
1552506_at	CRB2
56024_at	CRB2
56037_g_at	CRB2
228174_at	SCAI
241754_at	SCAI
35058_at	SCAI
214997_at	SCAI
51753_at	SCAI
55313_at	SCAI
87360_at	C9orf117
231172_at	C9orf117
53684_at	C9orf117
1557866_at	C9orf117
1557867_s_at	C9orf117
83974_at	C9orf47
231286_at	C9orf47
1564274_at	C9orf47
1559559_at	C9orf79
1563868_a_at	C9orf79
59903_at	C9orf79
1564709_at	LOC286238
85166_at	LOC286254
1559765_a_at	LOC286254
89991_at	LCN12
89993_at	LCN12
230717_at	LCN12
226070_at	C9orf142
54141_at	C9orf142
64514_at	C9orf142
225891_at	TPRN
63816_at	TPRN
73456_at	LOC286272
232182_at	LOC286272
238536_at	LOC286272
46557_at	LOC286272
79028_at	LOC286299
1565998_at	LOC286299
1565999_at	LOC286299
229104_s_at	GPR39
229105_at	GPR39
33142_at	GPR39
208600_s_at	GPR39
227388_at	TUSC1
50077_at	TUSC1
72301_at	FAM78A
82587_at	FAM78A
85835_at	FAM78A
89987_at	FAM78A
227002_at	FAM78A
82400_at	C9orf150
227443_at	C9orf150
78797_at	C9orf150
78798_g_at	C9orf150
78799_at	C9orf150
63029_at	C9orf150
1563606_a_at	LOC286359
1563607_x_at	LOC286359
49402_at	LOC286359
44347_at	LOC286367
1561289_at	LOC286370
240545_at	LOC286382
81636_i_at	LOC286382
81638_r_at	LOC286382
32793_at	TRBC1
32794_g_at	TRBC1
210915_x_at	TRBC1
213193_x_at	TRBC1
231761_at	FFAR1
1561507_at	FFAR1
79957_r_at	ATP11C
226785_at	ATP11C
242690_at	ATP11C
74256_r_at	ATP11C
88605_at	ATP11C
62976_at	ATP11C
1557133_at	RP1-177G6.2
234899_at	H2BFM
82247_at	LOC286437
239762_at	LOC286437
1564460_at	LOC286442
72377_r_at	YIPF6
37891_at	YIPF6
212340_at	YIPF6
212341_at	YIPF6
212342_at	YIPF6
212343_at	YIPF6
59066_at	YIPF6
59067_f_at	YIPF6
59068_r_at	YIPF6
62938_at	YIPF6
1553466_at	CXorf59
44428_at	LOC286467
1558791_at	LOC286467
231131_at	FAM133A
239481_at	FAM133A
46499_at	FAM133A
61754_at	FAM133A
221385_s_at	FFAR3
1552913_at	MAGEB18
214051_at	TMSB15B
1570039_at	TMSB15B
229686_at	P2RY8
56976_at	P2RY8
1562313_at	BCORP1
235583_at	ILDR1
57380_at	ILDR1
1553545_at	ILDR1
221345_at	FFAR2
82885_at	TUSC5
239523_at	TUSC5
1555722_at	SCAMPER
1384877_at	Aqp11
1377849_at	Vcpip1
1390858_at	Vcpip1
241989_at	GRK4
39662_s_at	GRK4
208365_s_at	GRK4
210600_s_at	GRK4
79543_at	GRK4
89642_at	GRK4
42632_f_at	GRK4
71473_at	LIN9
81497_at	LIN9
230365_at	LIN9
235039_x_at	LIN9
1552771_a_at	LIN9
62603_r_at	LIN9
73925_at	TRIM59
227801_at	TRIM59
235476_at	TRIM59
61727_at	TRIM59
1553080_at	CSN1S2AP
215797_at	TRAV8-3
62722_f_at	KRT6C
62723_r_at	KRT6C
1390765_at	Wfdc2
M76537_f_at	Prl8a5
M76537_i_at	Prl8a5
1397059_x_at	Prl8a5
U36786_at	Vom1r101
1370749_at	Vom1r101
U36785_at	Vom1r105
1370726_at	Vom1r105
1370962_at	Parm1
1383370_at	Fam5b
1386774_at	Fam5b
1382843_at	Sgpl1
1371982_at	Dpy30
1398892_at	Npc2
1371490_at	Hsbp1
1135_at	GRK5
40994_at	GRK5
204395_s_at	GRK5
204396_s_at	GRK5
1557729_at	GRK5
1569949_at	GRK5
1387915_at	Sels
U39206_at	Cyp4f4
1387973_at	Cyp4f4
U39207_at	Cyp4f5
1388055_at	Cyp4f5
rc_AA892532_at	Pdia6
1370859_at	Pdia6
1370347_at	Pdlim7
1372037_at	Pdlim7
1370408_at	Nid67
M16624_at	Prss3
1388186_at	Prss3
M63665_at	Krt20
1388074_at	Krt20
AF010293_at	Olr1278
1370735_at	Olr1278
AF016182_at	Vom2r27
1388050_at	Vom2r27
AF016178_at	Vom2r53
1370674_at	Vom2r53
U16858_at	Testin
1370457_at	Testin
X67877_at	Phax
X67877_g_at	Phax
1388180_at	Phax
X52713_at	Mx2
1369202_at	Mx2
1387283_at	Mx2
1388100_at	Cdk5rap2
1388419_at	Cdk5rap2
1397832_at	Cdk5rap2
rc_AI179632_at	Accn3
1370839_at	Accn3
1370902_at	Akr1b8
1372476_at	Fads3
U67139_at	Dlgap3
1370533_at	Dlgap3
1376233_at	Dlgap3
X65747_at	Gnat3
1388223_at	Gnat3
1388385_at	Cryba2
1377340_at	Tfpi2
1370322_at	Stk16
1395993_at	Stk16
U94904_s_at	Abi2
rc_AA860020_at	Abi2
1387909_at	Abi2
U67140_at	Dlgap4
U67140_g_at	Dlgap4
1370507_at	Dlgap4
rc_AA943677_at	Unc13c
1370546_at	Unc13c
1370974_at	Vps54
M76734_at	Obp2b
1370632_at	Obp2b
AF035963_at	Havcr1
1387965_at	Havcr1
1370700_at	Pcyt1b
1370833_at	Pex5l
1379753_at	Pex5l
1377286_at	Gimap4
1376198_at	Asam
1377639_at	Asam
100873_at	Flnb
95637_at	Flnb
1426750_at	Flnb
1442107_at	Flnb
1445534_at	Flnb
1458226_at	Flnb
161223_r_at	Flnb
M20406_at	Cyp2b3
U33541cds_at	Cyp2b3
rc_AI169735_at	Cyp2b3
rc_AI169735_g_at	Cyp2b3
1370475_at	Cyp2b3
M13506_at	Ugt2b1
1370698_at	Ugt2b1
U36897_at	Vom1r97
1388087_at	Vom1r97
U36899_at	Vom1r102
1370712_at	Vom1r102
U50355exon#1-3_s_at	Np4
1370470_at	Np4
X80671_at	Olr1271
1388226_at	Olr1271
X15679_at	LOC286960
1371092_at	LOC286960
1387987_at	Slc22a9
M20183_at	Cox6c1
1370767_at	Cox6c1
U89280_at	Hsd17b6
1387994_at	Hsd17b6
1390881_at	Abra
244164_at	NCRNA00204B
56178_at	NCRNA00204B
1384469_at	Abca5
1384723_at	Fut11
1380991_at	Ptar1
1381677_at	Elavl2
1383736_at	Elavl2
1383768_at	Elavl2
1378214_at	Chst15
1384173_at	Skap1
rc_AI639436_at	Gcnt3
1392209_at	Gcnt3
rc_AA997865_at	Tmsbl1
1370442_at	Tmsbl1
U67083_at	Zfp455
1370577_at	Zfp455
AF016179_at	Vom2r32
1370659_at	Vom2r32
AF016183_at	Vom2r-ps45
1388047_at	Vom2r-ps45
AF016180_at	Vom2r40
AF016181_at	Vom2r18
1370645_at	Vom2r18
AF016184_at	Vom2r31
1370653_at	Vom2r31
M60388_at	LOC286987
1388095_at	LOC286987
U61729_at	Pnrc1
rc_AI235492_at	Pnrc1
1370381_at	Pnrc1
1387939_at	Pnrc1
U27518_at	Ugt2b7
1370615_at	Ugt2b7
1370835_at	Tox4
1371681_at	Tox4
AF012282_at	LOC286992
1370768_at	LOC286992
AF084205_at	Taok1
1388002_at	Taok1
AF061443_at	Lgr4
1388104_at	Lgr4
U16686_at	Defa
1387943_at	Defa
1370560_at	Znf689
1388062_at	Mapk15
1388029_at	Anubl1
87529_at	ANK2
87530_at	ANK2
232606_at	ANK2
39850_at	ANK2
39851_at	ANK2
202920_at	ANK2
202921_s_at	ANK2
216195_at	ANK2
91212_at	ANK2
1392_at	GRK6
202848_s_at	GRK6
202849_x_at	GRK6
210981_s_at	GRK6
211543_s_at	GRK6
M64377_f_at	Olr1361
1370761_at	Olr1361
M64378_at	Olr287
1370762_at	Olr287
M64381_at	Olr1082
1370756_at	Olr1082
1370754_at	Tas2r123
1371110_at	LOC287004
rc_AA858621_at	Camk2n1
rc_AA858621_g_at	Camk2n1
1370853_at	Camk2n1
1389876_at	Camk2n1
U23056_at	Ceacam10
1553620_at	TRIM42
1566851_at	TRIM42
1566852_at	TRIM42
59050_at	TRIM42
1384441_at	Tnfrsf17
1385710_at	Tnfrsf17
1371503_at	Nubp1
1384749_at	Nubp1
1381685_a_at	Clec16a
1381686_at	Clec16a
1393103_at	RGD1311433
1375063_at	RGD1565166
1372260_at	Rogdi
1384407_at	Nmral1
rc_AI639157_at	Trap1
1374467_at	Trap1
1372892_at	Znf213
1377285_at	Znf213
1377575_s_at	Znf213
1390361_at	Znf213
1392042_at	Znf213
1371510_at	Hcfc1r1
1384442_at	Cldn6
1392626_at	Pkmyt1
1384774_at	Tmprss8
1384775_s_at	Tmprss8
1386720_at	Tmprss8
1375808_at	Prss27
1392292_at	Kctd5
1397764_at	Kctd5
1378146_at	Tbc1d24
1371596_at	Rnps1
1382287_at	Rnps1
1375368_at	Pgp
1388881_at	Pgp
1389523_at	Znf598
1372661_at	Tbl3
rc_AA891037_at	Rpl3l
rc_AA891037_g_at	Rpl3l
1376884_a_at	Rpl3l
1372607_at	Nubp2
1379743_at	Nubp2
1371608_at	Mrps34
1380223_at	Cramp1l
1376623_at	Tmem204
rc_AA875171_at	Gnptg
rc_AA875171_g_at	Gnptg
1374790_at	Gnptg
1390640_at	Chtf18
1374993_at	Rpusd1
1372786_at	Fam173a
1376263_at	Metrn
1398910_at	Stub1
1374534_at	Rhot2
1376136_at	Wdr90
1388793_at	Pigq
1392687_at	Pigq
1397753_at	Pigq
rc_AI178971_at	LOC287167
1375519_at	LOC287167
1371294_at	Hbz
1393242_at	Snrnp25
1393361_at	Snrnp25
1374853_at	Bod1
rc_AA800719_at	Ergic1
rc_AI008863_at	Ergic1
1389319_at	Ergic1
1384773_at	Ubtd2
1391655_a_at	Ubtd2
1381268_at	Foxi1
1372255_at	Rars
1372939_at	Nudcd2
223199_at	MKNK2
1280_i_at	MKNK2
1281_f_at	MKNK2
218205_s_at	MKNK2
45328_at	MKNK2
1372712_at	Ttc1
1381119_at	Ttc1
1383951_at	Rnf145
1384725_at	Rnf145
1382509_at	Cnot6
1383450_at	Cnot6
1399141_at	Clk4
1371539_at	Nhp2
1398906_at	LOC287274
1389383_at	Sec24a
1388681_at	Sar1b
rc_AA892308_at	Cdkn2aipnl
1373077_at	Cdkn2aipnl
1375540_at	Cdkn2aipnl
1372437_at	Skp1
1374373_at	Shroom1
1374374_x_at	Shroom1
X16058cds_s_at	Il4
X53087cds_at	Il4
1371128_at	Il4
rc_AI639406_at	Mfap3
1390063_at	Mfap3
73190_at	GPS1
78787_at	GPS1
217782_s_at	GPS1
1388860_at	Mrpl22
1381955_at	Fam183b
1393386_at	Fam183b
1375161_at	Mrpl55
1380348_at	Wnt9a
rc_H31351_at	Znf496
1373950_at	Znf496
1384517_at	Znf496
rc_AA892304_at	Cops3
1379928_at	Cops3
1395352_at	Cops3
1398972_at	Cops3
1375081_at	Nt5m
1391765_at	Lrrc48
1372113_at	Flii
1373625_at	Shmt1
1374748_at	Shmt1
234427_at	TRAJ17
rc_H33750_at	Dhrs7b
1374617_at	Dhrs7b
1371700_at	Mfap4
1389385_at	B9d1
rc_AA893074_at	RGD1310324
1376912_at	RGD1310324
1380267_at	Tekt3
1383701_at	Map2k4
1376379_a_at	RGD1309906
1392960_at	RGD1309906
S68736_at	Myh1
1370971_at	Myh1
rc_AI639268_at	Dhrs7c
1389079_at	Dhrs7c
X14671cds_s_at	Rpl26
rc_AA893493_i_at	Rpl26
1388303_at	Rpl26
1383844_at	Arhgef15
1371752_at	Rangrf
1392499_at	Pfas
1374855_at	Per1
1392689_at	Aloxe3
rc_AA875431_at	Trappc1
1372252_at	Trappc1
1388683_at	Lsmd1
rc_H33486_at	Wrap53
1373694_at	Wrap53
1373435_at	Fxr2
1375010_at	Cd68
1371936_at	Eif4a1
1377081_at	Eif4a1
rc_AA800814_at	Tnfsf13
rc_AA891690_at	Tnfsf13
rc_AA891690_g_at	Tnfsf13
1377353_a_at	Tnfsf13
1379677_at	Tnfsf13
1375302_at	Zbtb4
1375867_at	Zbtb4
1375526_at	RGD1563438
rc_AA893781_at	Acap1
rc_AA893781_g_at	Acap1
1376030_at	Acap1
1371329_at	Eif5a
1373461_at	Rai12
1395303_at	Rai12
1375299_at	Dullard
1380874_at	Dullard
1382003_at	Slc16a13
1385352_at	Slc16a13
1398923_at	Rnasek
1380636_at	Alox12
1388621_at	Med11
1391255_at	Zmynd15
1372040_at	Camta2
1385673_at	Rpain
1375206_at	Wscd1
S80118_s_at	Foxn1
1371645_at	Sdf2
rc_AI639187_at	Tlcd1
1391559_at	Tlcd1
1384030_at	Txndc17
1388555_at	Txndc17
1392659_at	Med31
1393276_at	Med31
1375571_at	Zzef1
1377536_at	Zzef1
1389703_at	Zzef1
1371454_at	Tmem93
1383982_at	Ctns
1384273_at	Shpk
34430_at	GPT
206709_x_at	GPT
1375929_at	Mnt
rc_AA800800_at	Smg6
1374639_at	Smg6
1372181_at	Rpa1
1395947_at	Rpa1
1393116_at	Smyd4
rc_AA859899_at	Serpinf1
1381012_at	Serpinf1
1388569_at	Serpinf1
1377033_at	Serpinf2
1367466_at	Prpf8
1379736_at	Slc43a2
1384756_at	Slc43a2
1373627_at	Inpp5k
1389570_at	Inpp5k
1377940_at	Fam101b
1378168_at	Fam101b
1374824_at	Vps53
1373215_at	Abr
1375425_at	Ift20
1371911_at	Tnfaip1
1371920_at	Poldip2
1383037_at	Poldip2
1381480_at	Sarm1
209670_at	TRAC
1388812_at	Tp53i13
D87336_at	Blmh
D87336_g_at	Blmh
1371808_at	Blmh
1373982_at	RGD1306595
1379026_at	Rhbdl3
1391113_at	Rhbdl3
1398060_at	Rhbdl3
1384843_at	Spaca3
1379935_at	Ccl7
1384771_at	Tmem132e
1396509_at	Tmem132e
1393322_at	Taf15
1374884_at	Ppm1d
1372917_at	Ptrh2
1389655_at	Ptrh2
1377785_at	Dhx40
1377252_at	RGD1306862
1379261_at	Ska2
1390844_at	Ska2
37033_s_at	GPX1
200736_s_at	GPX1
1382487_at	Tex14
rc_AA800004_at	Sept4
1389448_at	Sept4
1383619_at	Mtmr4
1389072_at	Mtmr4
1394182_at	Mtmr4
1398987_at	Supt4h1
1377429_at	Lpo
1381355_at	Mks1
1386100_at	Mks1
1394270_at	Mks1
rc_AI639499_s_at	Vezf1
1376594_at	Vezf1
1377806_at	Vezf1
1383537_at	Vezf1
1393784_at	Vezf1
1386571_at	RGD1562626
D13623_at	Lrrc59
D13623_g_at	Lrrc59
1371445_at	Lrrc59
1378137_at	Lrrc59
1399047_at	Mrpl27
1383367_at	Samd14
1380558_at	Dlx3
D87991_at	Slc35b1
D87991_g_at	Slc35b1
1375871_at	Slc35b1
1377143_at	Slc35b1
rc_AA799552_at	Spop
1398367_at	Spop
1383749_at	Phospho1
rc_AA891666_at	Snf8
rc_AA891666_g_at	Snf8
1372581_at	Snf8
1375076_at	Lrrc46
rc_H31489_at	Mrpl45
1371790_at	Mrpl45
1377131_at	Socs7
1384888_at	Socs7
1388962_at	Pcgf2
1392892_at	Pcgf2
1388466_at	Psmd3
1395299_at	Krt24
1384064_at	Krt23
rc_AA875307_at	Krt1-5
1398584_at	Krt1-5
1388329_at	Krt13
72993_s_at	GPX2
239595_at	GPX2
35194_at	GPX2
202831_at	GPX2
74371_at	GPX2
1372153_at	Krt15
rc_AI639415_at	Krt14
1371895_at	Krt14
1397645_at	Krt17
1371378_at	Eif1
1388310_at	Eif1
1382176_at	Klhl11
rc_AA875090_at	Nkiras2
1372039_at	Nkiras2
1371836_at	Rab5c
1373304_at	Coasy
1385834_at	Wnk4
1389662_at	Wnk4
1372506_at	Psme3
1388582_at	Psme3
1374551_at	Ifi35
rc_AA892520_at	Vat1
rc_AA892520_g_at	Vat1
1371432_at	Vat1
1374948_at	Tmem106a
1389453_at	Rdm1
1379201_at	Dhx8
1396052_at	Dhx8
M17523mRNA_at	Pyy
M17523mRNA_g_at	Pyy
1393907_at	Pyy
1373229_at	Lsm12
1375460_at	Lsm12
1393014_at	Lsm12
rc_AA859705_at	RGD1311493
1374679_at	Higd1b
rc_AA892940_at	Eftud2
rc_AA892940_g_at	Eftud2
1371698_at	Eftud2
1380224_at	Eftud2
1391396_at	Eftud2
1389628_at	Plcd3
1376766_at	Fmnl1
M20722_s_at	Prp2l1
M86514_at	Prp2l1
rc_AI639168_at	Prp2l1
rc_AI639248_f_at	Prp2l1
rc_AI639248_i_at	Prp2l1
rc_AI639248_r_at	Prp2l1
1372702_at	Prp2l1
1379762_at	Prp2l1
1385684_x_at	Prp2l1
1388207_at	Prp2l1
1381789_at	Lyzl6
1371837_at	Ddx5
rc_AI639171_at	Ccdc45
1378962_at	Ccdc45
1382165_at	Smndc1
1388979_at	Smndc1
1392983_at	Psmd12
rc_AA892465_at	Helz
1374000_at	Helz
X15551cds_at	Apoh
X15551cds_g_at	Apoh
1389350_at	Apoh
31344_at	IGLV6-57
215035_at	IGLV6-57
1381391_at	MGC95210
80423_f_at	GPX3
80536_at	GPX3
770_at	GPX3
201348_at	GPX3
214091_s_at	GPX3
84903_f_at	GPX3
1384238_at	Ttyh2
rc_AA892287_at	Gprc5c
1373693_at	Gprc5c
1374898_at	RGD1311422
1382261_at	RGD1311422
1383246_at	Armc7
1371336_at	Hn1
1388581_at	Hn1
1390650_at	Nup85
1393087_at	Recql5
1389248_at	Galk1
1389991_at	Fbf1
1375201_at	Fam100b
1375678_at	Fam100b
1392318_at	Fam100b
1392326_at	Dnah17
1376207_at	Hrnbp3
1376460_at	Hrnbp3
1377095_at	Hrnbp3
215777_at	IGLV4-60
234381_at	IGLV4-3
1397799_at	Ccdc40
1388646_at	Rptor
1388510_at	Chmp6
X52815cds_f_at	Actg1
1371327_a_at	Actg1
1384581_at	Actg1
1383434_at	Pycr1
1376976_at	Sectm1b
72773_r_at	GPX4
33931_at	GPX4
201106_at	GPX4
1382106_at	Ccl6
1389123_at	Ccl6
1383281_at	RGD1306284
1393033_at	Yars2
1388539_at	Pkp2
1372143_at	Ube2v2
1392562_at	Fam128b
1373553_at	Top3b
1370552_at	Ppm1f
1396266_at	Ppm1f
1398332_at	Ppm1f
1389807_at	RGD1308065
1392096_at	RGD1308065
1374991_at	Ydjc
1390030_at	Hic2
1393942_at	Crkl
1395605_at	Crkl
1374341_at	Thap7
1372887_at	Scarf2
1375133_at	Scarf2
1375207_at	Scarf2
1378923_at	Scarf2
1383125_at	Trmt2a
1395870_at	Trmt2a
1371806_at	Dgcr8
1380025_at	Dgcr8
1379234_a_at	Cdc45l
1379235_x_at	Cdc45l
1384108_at	Cdc45l
1384338_at	Cdc45l
rc_AA799888_at	Mrpl40
1374931_at	Mrpl40
1388517_at	Mrpl40
1377153_a_at	Klhl6
1372645_at	Parl
1371456_at	Abcf3
1377280_at	Abcf3
1379521_at	Alg3
D37934_g_at	Psmd2
1398858_at	Psmd2
1377109_at	Eif4g1
1388322_at	Eif4g1
1390340_a_at	Eif4g1
A44407cds_at	Ephb3
1381596_at	Ephb3
1385788_at	Ephb3
1380309_at	Vps8
239726_at	ANK3
36965_at	ANK3
36967_g_at	ANK3
206385_s_at	ANK3
207950_s_at	ANK3
209442_x_at	ANK3
215314_at	ANK3
71029_s_at	ANK3
71824_at	ANK3
62623_at	ANK3
208028_s_at	GPX5
214648_at	GPX5
rc_AA819500_at	Rfc4
rc_AA819500_g_at	Rfc4
1388458_at	Rfc4
1385564_at	Lpp
1393084_at	Hrasls
1393790_at	Hrasls
1373293_at	Lsg1
1391565_at	Lsg1
1390403_at	Fam43a
1380270_at	Mfi2
1374571_at	Pigx
1384881_at	Zdhhc19
1389587_at	Umps
1371541_at	Mylk
1384818_at	Mylk
1372183_at	Kpna1
1382251_at	Kpna1
1382756_at	Kpna1
1390615_at	Kpna1
1373475_at	Ccdc58
1375126_at	Ccdc58
1385685_at	Stfa3
1398063_x_at	Stfa3
1380521_at	Hcls1
rc_AA859957_at	Ndufb4
1371371_at	Ndufb4
1389197_at	Ktelc1
1374484_at	Tmem39a
1395715_at	Cdgap
1379578_at	Zbtb20
1382524_at	Zbtb20
1394849_at	Zbtb20
1390634_at	RGD1566314
1397556_at	Nat13
1398382_at	Nat13
1375771_at	Sidt1
1391545_at	Ccdc52
1377714_at	Pvrl3
1378027_at	Pvrl3
1380805_at	Pvrl3
1385316_at	Pvrl3
1397363_at	Pvrl3
1388766_at	Mtx2
1394297_at	Hoxd1
M37569_at	Hoxd3
1385837_at	Hoxd3
1398314_at	Hoxd3
rc_AI639285_at	B3galt5
1375030_at	B3galt5
1389040_at	Pcnp
1391426_a_at	Pcnp
1384193_at	Senp7
1394086_at	Senp7
1372438_at	Nit2
rc_AA891759_at	RGD1309437
1372059_at	RGD1309437
1377935_at	Cldnd1
1390407_at	Cldnd1
36009_at	GPX7
213170_at	GPX7
1377390_at	Bace2
1396386_at	Bace2
234707_x_at	IGLV1-44
234764_x_at	IGLV1-44
1373034_at	Wrb
1379959_at	Wrb
1371385_at	Psmg1
1371948_at	Pigp
1396415_at	Pigp
1391648_at	Dscr6
1383843_at	Hlcs
1390982_at	Chaf1b
1392506_at	Cryzl1
1397878_at	Cryzl1
1376026_at	Donson
1388641_at	Gart
1390787_at	Gart
rc_AA799711_at	Ifnar1
1375696_at	Ifnar1
1379298_at	Ifnar1
1382769_at	Ifnar1
1391677_at	Ifnar1
1395364_at	Ifnar1
1398055_at	Ifnar1
1398523_a_at	Ifnar1
1372675_at	RGD1306954
1379491_at	Mrap
1395944_at	Mis18a
1384734_at	Ncam2
1378252_at	Chodl
1373784_at	Cct8
1392918_at	Cct8
1379441_at	Rnf160
1383462_at	Rnf160
1385474_at	Rnf160
1392330_at	N6amt1
211798_x_at	IGLJ3
211881_x_at	IGLJ3
216566_at	IGLJ3
1379566_at	Rbm11
1389265_at	Gbe1
1382427_at	Cggbp1
1388771_at	Cggbp1
1392575_at	Znf654
1393668_at	Pex11g
1389032_at	Mcoln1
1382410_at	Cd209b
1389326_at	Rfc3
1390514_at	N4bp2l2
1381052_at	RGD1566141
AA108277_at	Hsph1
rc_AI236601_at	Hsph1
1385620_at	Hsph1
1388898_at	Hsph1
1375029_at	Uspl1
1391957_at	Katnal1
1394433_at	Katnal1
1383471_at	Slc46a3
rc_AI009132_at	Pomp
1388351_at	Pomp
rc_AA800513_at	Trrap
1375418_at	Trrap
S82649_r_at	Nptx2
S82649_s_at	Nptx2
1373559_at	Nptx2
1381340_at	Rsph10b
1389183_at	Pms2
rc_AA799766_at	Aimp2
1371498_at	Aimp2
1384767_at	Usp42
1385873_at	Usp42
1385874_at	Usp42
1398436_at	Usp42
1384758_at	Rbak
1384937_at	Rbak
1389068_at	Wipi2
223049_at	GRB2
228572_at	GRB2
1565_s_at	GRB2
33855_at	GRB2
215075_s_at	GRB2
46217_at	GRB2
1380802_at	Snx8
1383751_at	Snx8
1376254_at	RGD1308908
1377364_at	RGD1308908
1389769_at	RGD1308908
1395159_at	RGD1308908
1397702_at	RGD1308908
1379059_at	Micall2
rc_AA875205_at	Eif3b
rc_AA875205_g_at	Eif3b
1388576_at	Eif3b
1372596_at	Cee
1376016_at	Cee
1388832_at	Dhrsx
1372353_at	Akap17a
1372228_at	Asmtl
rc_AA858636_at	Mcm7
1388744_at	Mcm7
D49446_at	Taf6
U70270UTR#1_f_at	Taf6
1388058_at	Taf6
1389174_s_at	Taf6
rc_AA859545_at	RGD1305455
1377341_at	RGD1305455
1372210_at	Mospd3
1390286_at	Sap25
1380066_at	Tfr2
1382608_at	Actl6b
1373597_at	Pop7
1398589_at	Pilra
rc_AA892859_at	Plod3
rc_AA892859_g_at	Plod3
1372877_at	Plod3
rc_AA892378_at	Fis1
rc_AA892378_g_at	Fis1
1371594_at	Fis1
1379349_a_at	Rabl5
1393032_x_at	Rabl5
1378726_at	Alkbh4
1396452_at	Alkbh4
1398914_at	Polr2j
1374165_at	Rasa4
rc_AI011746_at	Tmem120a
rc_AI235631_at	Tmem120a
1373960_at	Tmem120a
1385309_at	Ccl24
1376511_at	Nsun5
1389061_at	Nsun5
rc_AA875327_at	Eif4h
rc_AA875327_g_at	Eif4h
rc_AI180108_at	Eif4h
1367531_at	Eif4h
1397675_at	Eif4h
1680_at	GRB7
210761_s_at	GRB7
74339_at	GRB7
1395671_at	Wbscr28
1374436_at	Sbds
1384363_at	Sbds
1371905_at	MGC94190
1377068_at	Tpst1
1383321_at	Tpst1
rc_AA875047_at	Cct6a
1377006_at	Cct6a
1399002_at	Mrps17
1376410_at	Mmp17
1378031_at	Dhx37
1372415_at	Gtf2h3
rc_AA891716_at	Rilpl2
1389729_at	Rilpl2
rc_AA892318_at	Arl6ip4
rc_AA892318_g_at	Arl6ip4
1371907_at	Arl6ip4
1397733_at	Ogfod2
1385449_s_at	Vps37b
1389081_at	Vps37b
1393852_at	Vps37b
1395169_at	Zcchc8
1391158_a_at	Atxn2
rc_AA893173_at	Vps29
1371639_at	Vps29
rc_AA891537_at	RGD1310861
1371828_at	RGD1310861
1371977_at	Arpc3
rc_AA874832_at	Anapc5
1388417_at	Anapc5
1386259_a_at	RGD1306772
1393223_a_at	RGD1306772
rc_AA892511_at	Tesc
1384202_at	Tesc
rc_AA799515_at	Wsb2
1383451_at	Wsb2
1385460_at	Wsb2
1397504_at	Wsb2
1398424_at	Wsb2
37615_at	GRB10
209409_at	GRB10
209410_s_at	GRB10
210999_s_at	GRB10
215248_at	GRB10
90682_at	GRB10
55670_at	GRB10
1390268_at	Rab35
1374442_at	Sfrs9
1398950_at	Unc119b
1372454_at	RGD1311899
1388480_at	Gltp
1371526_at	Rnf10
1381103_a_at	Srrd
1376335_at	Tfip11
1378343_at	Tfip11
rc_AI230778_at	Tpst2
1398994_at	Tpst2
1378382_at	Pgam5
1391577_at	Pgam5
1383313_at	Chfr
1393293_at	Chfr
1367467_at	Iscu
1382824_at	Sgsm1
rc_AA891933_at	Diablo
1372017_at	Diablo
1382025_at	Mtm1
rc_AA685178_at	Naca
1371435_at	Naca
1378697_at	Rbms2
1390032_at	Rbms2
1374441_at	Spryd4
rc_AA799569_at	Stat2
1373670_at	Stat2
1389571_at	Stat2
1388353_at	Pa2g4
rc_AA866364_at	Rab5b
1388823_at	Rab5b
1392643_at	Rab5b
1393288_at	Rab5b
1399153_at	Rab5b
rc_AA800268_at	Ormdl2
1398907_at	Ormdl2
1372137_at	Bloc1s1
40683_at	GRB14
206204_at	GRB14
78805_at	RAPGEF1
225738_at	RAPGEF1
226389_s_at	RAPGEF1
36240_at	RAPGEF1
204543_at	RAPGEF1
87310_at	RAPGEF1
89697_at	RAPGEF1
51157_at	RAPGEF1
65978_at	RAPGEF1
1382652_at	Il27ra
1376033_at	Rfx1
1377152_at	Rfx1
1391156_at	Podnl1
1379399_at	Cc2d1a
1389750_at	Cc2d1a
1397827_at	Nanos3
1376134_at	Mri1
rc_AI137790_at	LOC288913
1373168_at	LOC288913
1377211_at	LOC288913
1398316_at	LOC288913
1389056_at	Trmt1
1371896_at	Gadd45gip1
rc_AA875602_at	Farsa
1374255_at	Farsa
1372142_at	Asna1
1389106_at	Fbxw9
1388803_at	Dhps
1371410_at	RGD1564058
1397708_at	LOC288978
1389377_at	Insig2
1393690_at	Insig2
1388732_at	Slc35f5
36853_at	GRIA1
36854_s_at	GRIA1
36855_r_at	GRIA1
209793_at	GRIA1
211520_s_at	GRIA1
1397896_at	RGD1566400
1385744_at	Thsd7b
rc_AA799814_at	Mapkapk2
1371446_at	Mapkapk2
AB005541_at	Pctk3
1391601_at	Lrrn2
1381576_at	Pik3c2b
1394770_at	Pik3c2b
rc_AI013074_at	Sox13
