'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'31603_at','AIM2',42.2,17.3,5.2,14.5,9.2,9.8,50.0,27.5,20.7,10.0,14.3,8.5,28.2,10.9,36.3,6.4,43.4,8.4
'31604_at','GNAS',10.1,19.7,18.5,12.6,31.0,11.1,34.4,44.2,13.5,21.1,8.3,6.5,15.7,14.6,17.9,9.7,40.4,12.5
'31605_at','LOC171220',118.2,474.7,339.4,161.1,325.5,292.8,160.1,350.1,298.5,241.7,297.4,250.6,162.6,224.9,294.8,323.4,337.5,387.2
'31606_at','RIMS1',3.4,2.3,70.4,26.9,7.0,32.4,41.3,24.3,23.3,22.9,3.4,5.6,13.7,6.5,4.4,8.3,15.4,33.3
'31607_at','AJ002428',11.1,10.9,17.6,8.8,44.3,9.2,84.4,26.4,23.9,7.2,22.5,10.6,10.9,46.2,16.0,19.6,16.4,39.8
'31608_g_at','VDAC1P1',244.9,325.8,374.7,511.0,379.3,384.9,128.0,173.3,367.7,368.2,318.3,207.7,168.4,327.5,292.3,185.0,209.5,202.7
'31609_s_at','PCOLCE',474.4,771.2,681.3,348.7,1166.6,302.8,417.7,1158.8,363.4,475.2,375.1,410.6,1418.4,754.7,1070.1,363.4,577.0,530.0
'31610_at','PDZK1IP1',58.8,52.0,18.5,33.5,22.8,71.4,37.5,28.4,97.2,132.3,82.6,18.7,115.7,24.8,24.8,60.7,69.3,88.9
'31611_s_at','BCL2L11',2.5,0.7,36.5,5.6,5.1,1.3,11.6,7.4,4.6,4.8,2.8,1.4,2.2,2.5,2.4,1.6,2.5,8.7
'31612_at','SCGB1D1',2.1,4.0,13.2,3.7,16.1,2.8,16.3,6.1,5.1,2.3,2.6,8.8,3.8,10.3,4.9,9.7,5.5,11.0
'31613_at','LAMB4',10.8,7.2,6.9,36.3,4.5,4.4,8.1,86.0,6.6,8.8,3.6,5.0,3.4,27.8,5.0,8.4,11.1,41.5
'31614_at','U88048',23.7,20.3,8.2,30.7,21.9,17.0,158.4,65.5,24.0,34.4,13.9,52.6,23.3,23.8,58.7,12.3,14.4,61.4
'31615_i_at','CD44',12.9,7.7,9.8,11.7,92.8,30.3,294.6,23.0,11.0,31.3,40.8,66.7,12.3,12.6,10.7,59.6,19.0,48.0
'31616_r_at','CD44',3.0,2.1,23.1,1.7,24.9,5.9,141.7,26.7,2.9,11.6,1.6,31.1,23.0,17.2,2.5,18.1,13.9,15.1
'31617_at','PDPN',2.5,3.5,9.5,7.4,8.8,14.7,76.9,8.4,3.4,9.8,9.8,3.7,10.7,10.6,9.5,11.9,7.0,5.9
'31618_at','TP53',9.7,5.9,8.4,5.6,49.4,19.3,210.1,31.2,24.0,7.3,6.7,4.6,27.1,39.9,30.0,60.9,84.4,67.7
'31619_at','K00627',5.0,0.9,52.6,3.0,24.9,8.6,2.0,29.3,1.0,0.7,11.9,1.2,9.7,13.9,1.3,0.9,13.9,19.4
'31620_at','TBX10',35.7,82.7,23.2,10.7,18.7,17.5,41.4,18.9,63.6,29.4,38.4,46.0,19.7,47.6,15.0,72.9,47.8,45.3
'31621_s_at','ELN',124.1,16.8,119.3,92.2,208.4,132.9,475.8,241.3,66.1,125.1,69.0,90.3,145.5,179.6,143.4,176.5,172.4,229.3
'31622_f_at','MT1F',12995.7,1238.6,2149.6,9380.7,2388.9,9432.7,2361.2,1915.0,7744.0,2834.0,4607.2,4363.4,1288.5,2068.3,1504.6,2818.8,1806.8,2324.1
'31623_f_at','MT1A',14013.8,1257.4,2818.7,11183.8,2850.4,11697.1,2221.0,2118.0,8610.7,3270.9,4892.3,4550.8,1252.5,2244.2,1827.4,2764.7,1434.8,2890.6
'31624_at','ALX3',17.3,8.5,15.2,11.8,19.2,28.3,40.8,148.6,44.6,23.1,9.0,19.3,25.6,25.3,19.6,27.2,36.8,11.9
'31625_at','TTC39A',9.1,3.6,28.1,11.5,28.6,29.9,76.0,9.2,6.9,4.4,5.9,5.0,24.3,11.5,1.2,37.9,9.0,50.7
'31626_i_at','LOC90586',80.4,142.6,207.0,143.3,179.7,251.2,761.5,342.7,144.0,109.6,158.5,188.2,176.3,300.5,206.3,150.6,201.4,210.0
'31627_f_at','LOC90586',110.3,126.9,97.6,30.4,192.3,81.1,106.7,149.3,122.4,136.3,141.6,105.4,176.0,36.9,247.0,143.7,273.4,123.3
'31628_at','SLC15A1',9.2,15.5,80.1,21.3,5.6,3.8,91.2,39.0,19.4,18.1,5.7,7.8,6.7,8.5,15.2,4.6,9.9,6.1
'31629_at','U51713',21.7,10.5,46.1,8.3,22.3,33.7,155.5,96.6,37.0,40.2,28.8,56.8,28.1,35.8,11.8,24.8,67.9,37.6
'31630_at','RBM17',6.0,4.7,7.7,1.9,7.4,6.5,6.8,9.6,4.1,2.2,2.1,2.0,3.9,3.0,2.8,2.7,6.6,22.0
'31631_f_at','PTTG2',3.2,49.5,63.9,6.9,22.5,6.9,53.3,9.6,6.7,27.9,5.2,8.6,47.4,6.1,22.6,7.9,31.3,50.6
'31632_at','ZNF259P1',21.1,15.7,41.2,21.7,29.4,24.4,166.5,20.2,7.4,33.3,5.0,15.2,17.8,21.2,10.9,18.5,53.2,11.1
'31633_g_at','ZNF259P1',105.5,118.2,76.2,195.7,134.9,214.8,282.4,187.0,169.5,96.7,161.5,139.4,56.1,159.1,85.1,70.3,124.6,93.2
'31634_at','PRH1',24.4,45.9,72.4,27.0,74.8,58.1,150.3,45.9,40.0,74.4,16.3,18.7,21.9,20.6,41.8,28.2,30.4,67.6
'31635_g_at','PRH1',25.8,62.5,19.4,23.6,18.1,18.8,88.8,61.0,23.0,52.7,10.8,48.4,52.0,18.7,10.5,19.9,25.9,60.4
'31636_s_at','SLC18A3',38.5,192.8,74.3,210.2,121.1,86.4,647.0,148.5,379.1,190.6,224.0,77.7,184.2,180.6,87.4,329.5,122.9,110.7
'31637_s_at','NR1D1',348.3,274.9,1395.4,443.1,904.9,543.2,1157.6,1216.5,283.7,240.5,381.7,413.3,1324.6,1238.1,916.9,615.4,675.2,348.8
'31638_at','NDUFS7',957.3,660.4,785.4,784.6,1279.6,1005.7,112.1,472.1,1006.9,730.6,910.5,733.1,582.2,1435.1,907.4,596.8,755.0,863.0
'31639_f_at','SOX1',6.1,5.2,8.0,5.0,23.1,16.3,67.8,8.4,11.7,15.1,11.8,34.1,8.0,19.7,4.7,7.9,10.7,11.0
'31640_r_at','SOX1',16.1,49.2,38.7,36.0,56.0,48.3,55.9,52.9,31.6,41.5,20.5,42.8,52.6,41.7,38.8,40.4,61.8,49.9
'31641_s_at','MMP23A',15.8,122.6,17.0,9.4,35.2,24.4,26.3,233.3,12.3,17.4,15.1,23.6,24.4,29.3,44.0,24.6,35.0,23.2
'31642_at','RASAL2',3.8,4.5,8.4,2.8,7.7,41.9,14.5,7.7,5.0,2.2,25.1,1.9,1.8,7.5,3.2,17.3,16.3,3.6
'31643_at','NEU3',12.8,4.2,5.3,43.7,4.5,6.2,19.2,14.7,3.1,2.9,3.7,7.1,8.0,2.6,15.6,5.0,7.3,10.5
'31644_at','CCL27',19.0,18.1,28.4,17.6,17.3,17.9,20.6,38.0,14.7,20.1,16.3,51.4,16.5,27.4,25.6,23.0,22.7,29.8
'31645_at','BTNL3',39.7,25.7,24.5,79.4,39.2,68.7,233.4,139.3,74.3,109.3,77.7,45.7,22.0,204.6,27.8,24.3,27.4,64.7
'31646_at','UGT2A2',7.0,46.1,29.9,7.2,19.2,3.4,17.0,12.1,3.2,6.7,2.8,2.1,33.6,5.9,6.5,31.8,18.8,6.4
'31647_at','CAPN11',6.1,13.5,79.5,10.9,17.3,8.6,119.2,27.2,8.4,10.5,7.0,12.9,10.1,9.8,10.6,10.4,25.4,27.5
'31648_at','C6orf54',1.8,6.3,7.7,15.5,8.3,47.3,114.4,66.6,15.2,25.9,6.4,25.6,3.0,15.4,16.5,3.7,11.3,22.2
'31649_at','C6orf54',2.0,2.9,3.7,2.7,7.0,7.4,11.8,2.7,3.9,2.1,6.2,3.3,4.2,11.7,3.2,6.1,2.4,6.0
'31650_g_at','C6orf54',31.8,10.3,7.1,11.4,109.7,28.9,53.5,39.4,11.5,19.5,26.7,80.6,12.9,31.9,6.4,18.4,25.5,36.4
'31651_at','C6orf123',3.7,2.0,2.8,16.2,8.1,3.6,11.5,10.9,17.4,4.9,1.4,11.5,3.3,6.1,1.9,8.6,2.5,30.3
'31652_at','MYH15',69.3,70.1,35.9,55.1,26.5,56.6,159.9,103.3,36.0,44.5,53.9,55.3,53.0,15.7,50.6,20.3,72.5,19.2
'31653_at','SLC6A2',58.9,7.8,67.5,16.1,10.1,67.2,152.1,26.3,7.7,30.9,13.9,11.8,8.2,72.2,13.1,37.2,48.6,6.9
'31654_at','SORCS3',23.2,21.4,19.5,2.8,60.9,15.4,171.4,150.0,11.0,41.6,74.6,71.2,6.7,108.4,10.2,56.0,45.9,87.1
'31655_at','LOC391012',75.5,46.6,114.2,35.8,17.8,88.0,184.7,66.6,203.6,126.5,139.2,125.5,150.7,67.2,66.7,24.9,106.1,129.2
'31656_at','DKFZP547J0410',0.9,5.7,6.1,2.7,6.6,5.5,41.9,1.1,17.1,1.9,1.0,3.4,2.2,3.2,0.8,2.0,9.7,3.8
'31657_at','DKFZP586K1520',24.2,9.6,44.3,7.0,9.8,6.8,19.9,26.3,4.4,29.3,5.7,8.7,2.2,6.4,3.8,11.2,6.4,13.8
'31658_at','NEUROG3',10.0,8.5,22.2,9.6,13.8,7.9,31.8,10.9,13.6,7.8,11.3,7.8,11.1,17.5,10.4,8.9,27.8,93.5
'31659_at','LRIT1',61.2,50.0,137.3,92.2,118.1,110.0,127.0,176.0,101.0,55.7,77.1,89.6,63.6,178.7,88.7,79.3,62.0,117.5
'31660_at','LOC26102',10.1,11.7,12.6,12.3,28.2,10.3,54.2,26.0,8.9,18.5,12.5,8.6,13.2,10.1,16.7,12.2,9.7,8.9
'31661_at','RNF5',39.6,35.1,30.5,18.9,47.0,35.6,94.9,88.9,46.1,71.4,20.1,38.9,43.0,34.2,50.5,43.0,55.4,47.7
'31662_at','VPS45',18.7,23.4,24.7,21.9,29.3,23.7,94.1,26.4,34.7,43.8,13.5,27.2,18.5,85.4,13.3,41.9,43.5,21.1
'31663_at','HGC6.3',123.4,106.5,133.5,148.6,142.0,112.3,147.8,157.2,187.3,138.0,90.4,77.9,67.4,165.1,61.6,95.5,54.3,162.0
'31664_at','AGFG2',13.1,24.9,6.8,19.3,15.0,18.5,28.5,15.0,9.2,11.0,6.4,11.6,28.1,14.0,8.8,8.2,16.0,7.2
'31665_s_at','W27675',3.8,33.2,53.9,6.2,73.8,59.2,6.4,14.0,76.9,51.1,78.2,61.4,33.9,86.5,36.3,66.1,67.8,49.8
'31666_f_at','W28731',1.6,2.6,15.8,4.0,4.6,3.4,7.5,3.6,1.0,1.5,13.8,2.3,1.5,4.0,3.9,3.6,2.1,1.5
'31667_r_at','NR2E3',275.8,257.1,326.9,322.4,500.0,183.7,607.7,372.1,132.7,241.0,226.8,241.6,355.5,307.7,279.1,132.2,182.7,289.4
'31668_f_at','W28193',89.9,147.3,89.4,82.4,138.8,131.4,369.4,324.9,116.0,101.0,69.7,69.1,43.5,151.4,159.9,106.2,153.0,106.1
'31669_s_at','HOXA11',149.4,127.2,153.3,124.3,176.8,180.7,223.9,168.1,168.0,136.7,129.7,185.1,117.9,132.1,186.4,170.1,256.0,250.2
'31670_s_at','SRP72',77.0,122.0,80.4,92.5,123.0,125.9,119.4,78.7,74.4,100.0,92.8,132.9,135.3,51.8,112.6,84.5,87.6,91.0
'31671_at','RBMS1',69.1,607.1,344.7,189.6,265.0,34.3,216.6,288.1,156.2,88.6,196.4,89.1,133.8,179.2,231.1,182.0,132.8,86.8
'31672_g_at','RBMS1',64.9,286.9,131.3,83.4,191.5,55.4,298.1,211.9,64.3,93.9,75.9,47.4,135.2,181.5,273.0,100.3,115.0,94.6
'31673_s_at','SPG7',285.9,313.7,293.5,295.1,533.1,370.4,425.7,500.0,301.6,333.1,303.5,445.9,386.4,374.1,389.4,473.8,486.5,507.0
'31674_s_at','BRD3',20.3,10.0,11.8,9.4,17.6,21.0,21.2,17.8,36.9,8.6,16.3,8.4,13.7,27.6,10.6,28.8,25.7,19.8
'31675_s_at','PTENP1',42.9,70.6,38.8,69.1,16.7,74.7,26.2,7.8,33.8,55.2,36.9,45.6,50.7,47.4,38.2,33.3,80.0,29.8
'31676_at','ZNF208',6.6,3.0,7.4,2.0,5.7,8.7,51.8,11.4,2.3,4.8,4.1,5.5,11.3,7.1,6.7,10.7,14.1,8.7
'31677_at','U28131',4.2,6.4,4.9,9.8,16.8,9.6,34.7,6.3,5.8,29.9,4.7,9.7,6.0,12.5,6.3,6.0,13.5,26.6
'31678_at','X66610',6.0,6.0,7.0,17.6,9.7,9.8,12.4,12.0,8.5,3.0,4.1,19.5,4.9,24.9,7.3,6.0,6.1,29.8
'31679_at','U43279',1.5,5.1,5.0,7.9,35.4,31.1,53.9,15.7,5.1,3.5,12.1,4.0,2.0,4.2,1.8,5.5,2.3,2.3
'31680_at','TOP1P2',317.3,272.4,314.1,537.0,205.2,467.2,407.7,265.6,340.9,433.4,418.8,471.2,341.7,224.0,305.5,380.2,321.1,334.9
'31681_at','EPOR',139.4,153.3,160.7,102.1,152.8,216.3,629.7,378.8,190.8,217.9,151.4,198.9,234.4,174.7,152.9,138.1,380.9,153.0
'31682_s_at','VCAN',8.6,6.4,9.9,4.8,33.5,24.0,129.5,102.0,3.3,3.4,34.8,6.2,70.3,17.1,6.8,6.9,22.9,26.6
'31683_at','S71020',17.6,24.9,18.5,15.6,50.6,9.3,168.2,67.7,47.1,17.6,18.7,30.2,45.5,60.1,3.9,19.9,52.2,91.9
'31684_at','ANXA2P1',422.8,224.0,230.4,294.5,408.8,504.3,55.4,136.6,125.8,352.8,222.7,186.4,261.4,245.5,295.7,301.7,141.4,246.5
'31685_at','FEV',62.0,46.9,57.6,163.8,73.7,248.2,202.2,109.3,253.6,214.7,49.3,129.4,76.8,132.2,72.3,271.5,98.3,363.1
'31686_at','TUBB4Q',3.9,38.8,94.6,7.9,12.8,12.7,26.4,41.5,32.9,26.7,17.1,5.1,9.7,36.1,3.4,37.4,11.3,8.1
'31687_f_at','HBB',176.8,1153.7,613.5,509.2,1102.2,377.2,1007.2,1934.4,849.7,884.5,518.9,398.8,42.8,1758.6,597.2,291.2,1069.9,512.2
'31688_at','LCE2B',40.7,26.3,71.4,51.7,46.7,24.6,287.7,153.8,149.9,13.8,70.1,143.9,103.5,125.4,70.9,54.9,79.6,103.3
'31689_at','HERC4',31.1,19.5,8.3,43.7,5.6,3.9,24.8,5.2,6.3,21.0,28.6,5.1,8.6,18.2,13.1,33.2,8.0,9.1
'31690_at','GLUD2',365.8,451.6,249.5,981.4,454.4,1061.3,31.7,414.0,1083.7,815.7,575.8,569.0,148.3,230.5,225.8,242.6,350.5,495.4
'31691_g_at','GLUD1',295.8,403.9,191.4,746.9,385.1,741.5,221.2,312.7,1085.4,787.8,601.2,611.0,169.0,185.7,139.0,239.6,416.3,584.0
'31692_at','HSPA1B',612.7,212.7,304.0,335.7,391.2,264.6,180.2,156.4,704.7,231.1,393.5,396.8,615.4,428.6,492.4,372.7,381.4,642.8
'31693_f_at','HIST1H3D',701.7,200.2,212.0,1294.7,30.5,1794.9,83.8,168.8,3754.6,1265.0,1115.6,1857.1,332.7,40.8,261.6,751.8,822.4,754.2
'31694_at','RSC1A1',90.5,62.2,130.3,67.2,84.4,65.3,106.7,145.4,117.5,145.3,129.9,102.6,78.2,106.5,73.8,142.5,117.8,121.0
'31695_g_at','RSC1A1',54.2,54.6,75.7,69.2,74.2,77.2,187.7,91.7,75.0,68.5,70.8,83.6,43.2,34.1,73.9,65.6,96.7,76.7
'31696_at','RAP2B',3.5,3.4,7.7,9.2,9.9,6.3,18.1,5.7,3.7,17.8,21.2,11.1,7.2,16.9,7.1,12.8,12.2,12.3
'31697_s_at','FTHL20',6355.3,14697.2,6233.3,8167.2,8787.4,9309.2,6246.5,11814.7,8409.0,6409.6,5936.3,7288.9,4486.9,7099.3,6331.3,7425.1,6226.1,5157.1
'31698_at','FOXC2',15.4,9.4,9.4,10.9,15.0,13.3,26.9,25.4,10.7,11.8,7.7,12.8,11.2,21.5,13.4,12.1,17.2,14.5
'31699_at','PIK3CB',82.7,87.6,212.6,175.1,136.1,119.5,299.3,159.9,163.2,140.5,173.6,152.8,122.1,141.4,67.9,84.2,160.0,183.2
'316_g_at','PRDM2',38.1,65.0,61.8,41.7,41.8,36.5,99.7,10.7,27.5,52.3,44.0,64.7,67.4,24.6,97.2,49.9,46.8,13.7
'31700_at','GPR35',366.1,439.5,390.2,466.2,565.2,571.4,1143.1,816.9,490.7,374.5,405.2,415.4,440.7,503.8,441.9,525.3,639.0,602.6
'31701_r_at','HAB1',106.9,48.8,106.7,117.4,75.6,110.9,310.0,66.6,131.2,104.5,64.6,176.9,131.4,158.9,141.1,116.7,163.2,244.6
'31702_at','FOXN2',5.0,9.2,3.2,3.4,6.8,7.8,36.0,10.1,9.8,3.0,2.6,5.4,2.5,3.9,10.0,9.4,16.8,5.3
'31703_at','CHRNA6',6.0,2.2,23.5,20.0,7.0,18.8,63.7,12.0,14.6,18.7,29.0,8.2,18.3,3.8,8.1,26.8,48.7,27.1
'31704_at','DNASE1L2',10.0,9.5,14.3,8.9,14.9,10.8,23.9,35.1,9.7,7.1,12.2,9.8,15.6,21.1,23.7,12.0,39.3,18.3
'31705_at','SLURP1',12.9,12.9,9.4,28.9,18.3,13.9,43.7,38.3,14.8,9.6,16.1,14.2,20.6,21.5,22.8,20.5,32.1,17.9
'31706_at','MUC7',3.6,2.5,4.6,4.0,8.2,7.6,21.2,7.9,4.3,3.1,1.2,4.8,5.9,9.6,3.2,4.0,3.5,5.5
'31707_at','ZNF10',26.4,29.4,16.2,36.2,6.1,40.0,147.5,4.2,16.1,26.9,56.7,60.9,6.8,19.5,18.7,9.0,10.0,9.3
'31708_at','RPL30',5969.2,7207.1,5615.9,5681.1,5847.2,6514.1,3690.6,5931.6,6844.2,6344.3,6353.9,5851.0,7902.4,4895.5,5806.1,4848.8,7070.4,5906.0
'31709_at','NCOR2',32.1,31.6,25.4,34.6,54.1,43.8,148.0,89.2,34.5,37.3,33.9,41.8,51.1,53.5,42.1,46.0,50.7,65.5
'31710_at','TRAJ17',11.5,16.9,23.2,15.5,21.0,51.3,82.8,29.3,39.6,12.0,45.1,21.5,15.1,16.4,8.6,6.5,12.1,50.6
'31711_at','GRIN2D',14.6,13.7,58.8,12.6,27.3,15.9,31.8,17.5,8.1,15.3,15.5,8.3,15.7,34.2,10.8,18.3,14.4,27.5
'31712_at','DLGAP2',8.5,6.9,68.1,27.9,52.7,8.3,28.0,17.7,47.0,45.6,7.1,5.2,26.0,43.8,52.6,65.4,59.1,11.8
'31713_s_at','DLGAP2',15.6,17.5,59.8,12.0,37.4,31.8,57.6,22.1,17.7,15.8,17.9,27.0,18.3,98.7,16.7,29.8,25.5,76.9
'31714_at','MSH4',25.1,2.9,6.0,2.0,21.7,12.8,12.8,4.3,11.8,2.0,17.7,1.1,1.4,4.5,1.5,2.4,4.6,1.8
'31715_at','TEX28',144.7,47.4,178.5,43.0,99.3,98.8,586.5,261.3,124.9,170.6,143.2,124.9,80.7,204.3,39.7,121.3,89.6,141.0
'31716_at','PCDH1',30.7,26.8,21.8,34.6,44.0,32.3,126.1,105.2,53.1,13.9,27.6,25.0,83.6,55.5,56.6,49.7,30.2,43.5
'31717_at','PIN1L',7.7,7.6,5.0,5.9,11.8,8.9,20.0,7.6,6.5,5.3,7.0,8.0,5.1,9.9,9.7,7.2,7.8,9.3
'31718_at','ABCD2',12.5,1.7,2.0,8.4,30.1,4.9,82.3,30.5,4.0,3.6,17.1,3.6,10.7,16.7,6.3,12.6,1.9,5.9
'31719_at','FN1',1066.6,9675.6,2969.3,1928.2,3714.7,1878.5,778.0,7003.1,1102.7,1139.1,1350.5,681.6,640.3,1388.5,4662.1,850.0,864.1,965.5
'31720_s_at','FN1',902.6,8443.6,2018.4,1517.6,3377.3,1228.4,645.5,5649.7,1012.6,847.5,1437.7,401.1,351.7,1155.0,3219.7,1006.4,728.0,928.3
'31721_at','LPA',4.6,3.1,3.2,3.9,5.1,5.9,6.3,29.0,2.3,14.2,17.5,6.0,9.0,3.3,2.3,5.0,3.4,2.7
'31722_at','RPL3',9500.2,9319.1,6402.7,8082.3,7227.4,7594.6,5074.1,7435.3,11391.2,9735.3,8986.5,10340.3,12418.3,5225.0,7778.2,8921.2,9271.4,10883.8
'31723_at','CST5',2.4,5.1,6.5,4.5,39.4,3.9,9.2,3.0,3.4,4.0,3.6,3.4,7.9,3.8,4.4,8.5,4.4,3.7
'31724_at','SHH',151.6,168.7,251.6,139.6,245.3,274.4,205.6,210.0,144.5,156.8,150.6,160.6,222.8,163.9,202.4,178.0,225.9,273.9
'31725_s_at','ABCA2',12.9,4.5,6.2,6.7,9.4,5.1,16.2,15.9,5.1,8.2,3.9,5.4,5.6,9.0,8.8,10.9,22.4,6.0
'31726_at','GABRA3',10.2,2.2,24.0,25.7,6.7,4.9,72.0,12.1,26.5,9.6,9.9,14.2,11.5,5.4,11.0,9.2,14.7,3.6
'31727_at','ENTPD2',60.0,73.8,131.7,70.9,117.9,118.3,301.9,137.8,67.8,66.5,81.6,120.3,77.1,130.8,121.9,129.9,183.2,150.6
'31728_at','HLA DOA',17.0,24.7,39.9,55.8,45.4,76.0,72.2,56.2,16.4,56.3,15.4,18.8,21.1,26.0,83.7,18.6,27.2,60.2
'31729_at','TAF13',1.2,1.4,2.6,2.2,9.9,4.8,13.6,8.9,6.7,9.6,3.5,13.1,2.7,8.9,10.0,33.9,2.5,4.9
'31730_at','HIST1H1T',3.5,16.0,7.2,24.3,14.0,6.4,14.2,9.8,16.0,10.2,4.4,3.9,5.4,4.3,3.0,9.0,7.9,12.8
'31731_at','CBX4',14.1,15.4,11.3,9.0,21.4,44.5,32.7,23.1,20.7,15.1,48.7,48.4,14.6,13.3,13.0,15.4,22.7,25.3
'31732_at','RLN2',32.1,2.8,7.3,77.0,5.1,66.4,82.3,6.5,130.6,70.9,247.7,280.0,27.6,15.3,1.3,4.4,15.9,57.8
'31733_at','P2RX3',26.7,32.6,40.6,65.4,97.5,44.9,48.6,18.5,45.7,9.4,6.4,42.7,13.8,18.1,20.3,17.4,19.5,18.9
'31734_at','HOXC11',60.1,14.8,79.8,64.2,24.0,114.6,499.3,133.3,64.1,62.9,35.0,45.4,36.7,127.4,54.5,83.0,62.0,49.0
'31735_at','PPP1R2P9',10.5,5.4,12.1,11.2,12.3,6.9,52.7,49.0,5.9,4.2,2.5,4.7,5.0,31.7,31.4,4.1,6.5,32.7
'31736_at','LOC100288939',45.6,81.4,85.0,75.0,36.5,61.2,121.1,13.6,32.6,57.7,63.0,122.2,69.3,54.3,58.2,12.9,23.4,72.4
'31737_at','ACTA1',548.9,3072.3,14734.8,113.4,41332.8,269.4,169.1,240.1,160.7,100.7,601.3,193.5,260.9,35352.5,28468.0,1963.6,1838.8,300.8
'31738_at','W28912',29.2,34.8,170.7,42.1,59.5,137.7,504.7,74.7,28.1,49.1,36.7,31.0,32.0,37.0,41.2,46.9,31.7,48.6
'31739_at','AA977513',28.5,36.5,27.4,21.0,78.9,30.6,64.6,43.0,27.1,23.7,20.1,23.6,82.4,39.5,28.7,35.1,49.3,113.5
'31740_s_at','PAX4',191.0,200.7,241.9,191.2,254.5,264.5,700.7,580.9,168.7,141.8,201.0,73.2,336.3,114.1,372.7,190.6,263.0,334.4
'31741_at','PAX4',26.0,55.5,43.2,45.9,13.6,46.5,24.0,150.6,42.1,6.2,47.8,67.0,16.8,35.4,48.4,17.2,51.0,66.9
'31742_at','TNFSF14',10.2,20.2,11.9,10.3,18.8,13.7,39.9,37.9,16.7,17.8,8.0,12.2,10.7,21.3,19.6,19.0,19.4,19.3
'31743_at','LOC100287076',5.3,6.7,44.4,26.3,46.0,34.6,82.8,42.5,12.2,25.1,14.7,2.1,14.4,43.0,18.4,13.5,14.6,68.9
'31744_at','SULT1B1',11.2,31.7,10.0,3.9,11.2,15.2,47.5,54.5,6.7,16.7,7.9,22.9,17.1,8.6,1.5,13.3,21.7,8.6
'31745_at','MUC3A',409.4,266.7,401.2,515.8,459.5,456.0,882.8,321.9,376.4,273.2,426.5,404.2,263.3,537.3,565.3,403.0,409.5,185.4
'31746_at','POM121L2',6.8,19.7,25.8,53.3,41.5,31.8,129.9,55.2,8.0,31.9,5.7,9.2,23.5,43.2,6.9,28.4,59.2,32.1
'31747_g_at','POM121L2',33.2,13.3,56.6,36.4,45.8,14.7,24.2,110.8,8.8,6.9,6.3,4.2,62.6,15.8,13.6,11.5,7.3,19.7
'31748_at','POM121L2',16.3,13.7,21.6,14.0,45.9,13.2,54.6,18.5,13.5,16.9,18.4,6.6,8.3,20.5,12.0,20.0,15.8,10.9
'31749_f_at','HIST1H2AK',93.0,23.5,33.4,328.6,32.5,230.1,38.4,84.9,295.3,111.8,153.6,160.0,76.4,36.0,41.2,57.8,139.6,105.0
'31750_at','HIST1H1B',43.0,11.1,15.5,11.8,13.6,16.4,126.1,13.4,18.7,7.7,9.7,13.5,9.9,24.6,25.4,8.8,12.9,49.7
'31751_f_at','HIST1H4L',21.8,2.5,4.0,68.4,4.8,103.5,9.3,48.7,62.3,6.4,42.2,3.7,4.4,6.2,4.5,3.9,6.8,6.0
'31752_at','W25935',12.2,3.0,9.8,7.8,14.1,3.9,44.0,5.7,8.2,5.9,3.3,3.3,5.3,17.3,4.4,3.6,6.1,14.3
'31753_at','W28887',12.5,7.1,18.4,14.4,20.0,15.9,35.8,27.0,15.0,5.5,11.6,7.0,18.2,10.5,11.5,10.6,17.4,16.1
'31754_at','ABCA12',6.1,19.6,7.8,3.2,2.5,8.6,17.9,6.9,3.3,3.1,31.3,5.4,4.7,10.4,5.5,6.3,33.3,3.5
'31755_at','EN2',2.8,14.3,31.2,68.0,57.9,61.5,64.9,87.4,55.5,40.7,36.0,44.8,11.7,16.6,24.9,61.7,38.5,13.8
'31756_at','AL049328',1.1,1.0,47.3,25.1,17.1,16.8,21.6,7.5,22.9,18.5,14.8,6.2,1.0,15.0,3.4,1.3,28.7,32.2
'31757_at','STK35',7.4,7.8,3.1,9.8,8.2,11.3,30.5,16.3,13.1,19.3,3.2,7.5,4.4,12.2,4.6,5.3,13.5,15.1
'31758_at','W28876',6.2,44.0,8.6,33.3,57.3,4.0,52.8,32.4,40.4,40.1,54.3,34.7,15.3,20.6,10.4,41.7,41.3,45.6
'31759_at','SAG',34.3,52.0,53.5,46.4,176.5,175.0,130.8,76.9,31.2,37.7,67.3,37.3,27.3,226.1,57.6,37.5,68.2,36.8
'31760_at','SAG',12.3,13.8,7.3,36.2,10.9,14.8,16.0,13.4,6.8,7.6,7.4,7.1,12.5,28.0,7.1,10.9,13.7,20.6
