'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'38764_at','DICER1',396.3,620.8,459.8,248.0,246.3,189.4,435.3,503.3,245.0,366.0,431.0,286.1,578.6,299.4,440.3,438.8,404.3,261.6
'38765_at','DICER1',111.5,166.3,88.5,72.2,63.4,44.0,53.1,32.4,43.8,104.1,100.8,92.7,154.4,117.3,111.6,204.8,105.8,122.5
'38766_at','SRCAP',220.4,112.8,253.4,154.9,172.3,167.6,269.0,92.4,112.0,199.2,150.3,157.1,238.4,382.8,212.1,168.9,129.1,281.6
'38767_at','SPRY1',303.0,265.1,254.9,255.5,588.2,130.6,528.9,620.4,257.0,263.7,295.3,208.6,336.7,381.7,598.4,139.1,202.6,183.9
'38768_at','HADH',184.5,192.8,404.6,182.0,320.1,203.1,38.3,135.1,221.1,231.6,228.4,225.9,273.5,333.6,297.4,166.2,212.9,281.4
'38769_at','ADAM12',44.1,8.2,35.3,31.7,18.5,52.9,24.0,24.6,40.2,15.7,38.1,69.9,16.2,15.1,9.8,21.7,26.4,15.4
'38770_at','ADAM12',13.0,1.8,11.8,3.3,6.9,1.8,10.8,5.0,3.6,1.9,2.4,3.2,1.4,3.2,1.1,3.2,4.7,2.9
'38771_at','HDAC1',729.3,599.4,631.7,548.3,350.8,646.2,456.9,524.4,1087.6,830.1,850.3,999.2,861.2,288.6,457.4,785.2,633.2,668.1
'38772_at','CYR61',117.4,144.9,227.8,180.7,367.7,105.4,300.8,464.1,76.5,61.4,82.7,114.1,73.3,312.2,434.4,185.4,367.1,49.5
'38773_at','CBR1',143.4,116.8,149.0,166.9,131.9,193.4,47.8,42.8,231.3,199.9,220.6,165.4,50.0,78.4,56.0,150.2,129.8,138.9
'38774_at','STX7',109.0,267.0,295.0,85.1,136.5,92.0,159.2,209.0,116.5,156.1,139.2,263.7,163.6,164.5,166.5,202.3,146.4,123.2
'38775_at','LRP1',217.0,309.1,259.9,154.9,380.9,134.7,227.3,620.8,162.9,222.8,148.4,139.3,236.7,243.0,251.7,147.3,221.4,228.6
'38776_at','ATP5G2',2.0,32.2,86.8,16.5,49.2,43.2,47.7,67.6,43.1,19.8,33.3,9.3,38.8,56.2,19.4,67.3,50.8,47.5
'38777_at','ATP5G2',7.7,9.4,14.3,15.9,24.9,12.2,280.4,73.7,9.2,11.3,52.1,36.0,14.6,56.4,16.2,67.0,29.4,87.3
'38778_at','OTUD4',1099.9,1517.7,1509.2,798.1,2038.9,642.9,663.2,807.7,572.3,890.8,1073.1,919.6,1190.7,1558.9,1218.0,766.7,848.3,852.4
'38779_r_at','HDGF',1316.4,1288.3,1334.7,1048.5,932.6,1420.3,3513.0,2686.6,1666.2,1601.6,1821.9,1287.5,1542.6,2631.5,1493.6,1310.8,1464.1,1428.4
'38780_at','AKR1A1',1165.4,554.2,383.7,1245.3,575.1,1262.0,395.7,385.4,1836.4,1211.9,624.1,1013.3,702.8,359.6,451.1,669.1,898.8,826.4
'38781_at','GSTA2',3.3,3.4,4.3,2.8,4.1,3.6,10.5,6.1,2.5,3.6,2.3,2.0,3.2,6.1,2.6,4.4,8.0,3.7
'38782_at','GTF2H1',194.1,149.7,151.1,84.9,108.7,124.0,94.4,143.7,59.6,55.8,137.7,161.7,190.6,90.3,101.0,119.8,117.0,133.8
'38783_at','MUC1',411.1,567.7,181.7,238.9,205.4,300.9,265.4,568.2,136.8,272.8,257.6,70.2,515.2,38.2,445.7,84.5,256.8,220.6
'38784_g_at','MUC1',348.0,439.3,145.1,99.5,299.6,215.5,485.3,399.2,116.9,188.7,273.4,129.2,463.8,171.1,292.9,54.0,292.3,202.1
'38785_at','MUC1',70.5,105.6,152.9,57.1,133.0,84.4,272.0,237.6,79.6,65.1,78.8,42.9,121.9,84.3,94.9,73.3,147.1,180.3
'38786_at','SVEP1',39.4,182.9,105.0,17.3,64.0,25.9,178.8,245.6,61.7,21.1,70.3,16.5,66.9,40.2,99.9,107.8,37.0,27.6
'38787_at','PML',59.3,32.9,35.5,58.3,59.4,39.3,88.2,69.5,64.4,33.1,41.4,23.5,47.3,37.5,28.4,42.9,35.8,62.3
'38788_at','GOLGA6L4',69.4,111.1,135.4,25.7,89.9,147.5,69.5,38.0,114.6,131.1,84.8,24.9,360.4,29.1,112.9,231.0,43.3,171.6
'38789_at','TKT',1052.3,1532.7,520.4,530.8,437.0,552.6,246.6,1190.2,745.2,475.2,592.4,362.2,620.1,376.9,785.2,994.6,811.2,684.4
'38790_at','EPHX1',543.8,187.4,312.1,173.7,171.8,232.6,132.5,171.4,328.7,243.5,227.5,184.5,313.5,215.4,270.3,635.4,481.1,362.0
'38791_at','DDOST',2157.5,962.0,626.6,1641.7,990.9,1769.0,535.3,1482.1,2363.1,1506.2,1847.2,1813.7,1289.7,499.2,835.6,726.8,923.9,1018.1
'38792_at','LOC646347',291.1,264.9,273.2,289.6,191.0,369.0,291.5,311.8,376.4,441.0,489.7,477.8,342.9,211.8,216.4,446.9,503.2,500.6
'38793_at','TNNT2',13.4,11.4,59.6,12.5,22.9,6.5,23.3,86.5,8.1,13.8,28.6,10.6,13.7,23.1,18.7,8.9,35.1,12.2
'38794_at','UBTF',581.5,388.3,558.8,356.6,248.9,253.8,165.8,277.8,524.5,351.6,384.2,462.1,430.1,193.9,344.9,397.5,316.3,340.8
'38795_s_at','UBTF',155.6,32.5,206.2,65.9,23.7,131.0,12.9,23.2,166.3,106.1,125.3,111.8,199.8,105.1,91.4,274.2,138.5,190.7
'38796_at','C1QB',431.5,219.9,148.8,128.5,252.1,192.1,71.5,62.3,658.6,408.3,332.4,189.4,323.1,341.5,426.5,168.3,267.3,253.6
'38797_at','SLC39A14',446.3,1352.6,402.5,621.6,675.5,510.4,1123.6,1115.7,449.0,568.6,682.8,421.2,548.3,700.0,845.8,610.5,631.5,460.5
'38798_s_at','AP1G2',435.7,123.5,194.6,284.0,98.4,224.2,92.9,119.3,242.6,297.8,211.8,203.4,587.5,97.0,119.5,333.5,364.8,347.4
'38799_at','AP1G2',541.1,85.3,142.3,479.0,127.2,469.9,403.8,141.9,291.8,467.6,201.6,333.5,445.8,336.9,371.2,91.8,145.0,469.9
'387_at','CDK9',183.6,221.0,199.7,172.6,164.2,176.0,144.2,107.0,167.4,220.1,179.9,195.8,262.3,165.7,212.6,173.2,248.4,206.5
'38800_at','STMN2',18.0,108.7,336.0,4.6,38.5,19.8,142.5,12.2,14.1,57.4,6.9,88.5,87.6,47.6,70.9,54.5,50.7,29.9
'38801_at','VAPA',716.4,860.0,672.9,760.4,551.5,635.1,301.0,377.3,570.2,801.8,763.7,805.3,817.0,539.1,589.6,456.6,388.8,498.5
'38802_at','PGRMC1',810.9,845.2,853.9,688.1,575.4,1172.4,667.4,799.9,1143.2,1123.7,1080.2,920.4,1608.7,507.3,842.4,1823.3,1321.5,1625.8
'38803_at','NCALD',75.0,140.3,179.2,84.0,207.4,71.4,323.1,69.8,100.5,89.3,77.2,123.0,142.6,92.9,111.7,109.5,97.7,119.3
'38804_at','CSE1L',187.6,193.3,137.9,151.0,177.6,156.5,81.5,141.7,140.2,149.4,162.6,126.8,216.0,122.3,169.9,188.6,182.3,85.8
'38805_at','TGIF1',642.1,325.6,193.5,652.0,122.5,573.3,843.5,286.2,450.8,470.3,471.8,369.5,500.4,187.5,162.3,231.1,251.0,327.1
'38806_at','HSPA4',16.6,39.9,25.1,21.6,95.5,18.7,59.3,14.1,23.2,10.4,15.3,13.3,14.4,18.7,31.6,21.9,20.3,15.2
'38807_at','HSPA4',130.1,63.6,156.7,96.2,137.3,117.5,64.5,80.4,176.0,54.0,61.7,108.8,39.4,191.1,150.1,130.8,121.8,90.2
'38808_at','ADRM1',667.4,726.4,625.4,578.1,728.4,475.1,147.0,403.8,677.2,410.1,427.4,387.3,378.7,658.9,695.5,419.2,547.3,641.7
'38809_s_at','EXTL3',647.3,827.8,699.0,331.1,937.3,360.0,394.2,601.1,420.8,366.6,374.0,420.1,722.4,790.8,873.7,583.1,481.3,425.4
'38810_at','HDAC5',389.0,367.7,537.2,238.2,307.8,237.8,219.4,315.4,261.9,248.1,225.8,277.9,396.7,367.2,283.3,387.3,421.0,377.6
'38811_at','ATIC',208.6,184.0,235.7,265.0,117.6,194.8,106.4,169.6,193.0,164.9,205.3,222.2,192.2,159.5,202.6,293.6,116.5,141.2
'38812_at','LAMB2',398.5,572.4,858.7,383.8,649.0,505.3,224.8,340.1,498.5,444.7,546.3,737.6,848.5,645.9,806.4,582.7,482.3,887.2
'38813_at','TSC2',372.6,537.0,632.0,415.0,357.5,384.3,120.8,319.1,449.7,468.0,372.3,333.4,660.0,490.0,439.0,368.2,418.0,447.9
'38814_at','ATP6V1G1',506.0,261.9,209.0,768.3,237.5,559.1,212.2,241.4,596.7,874.0,644.5,880.2,396.2,318.2,297.6,431.8,356.9,357.3
'38815_at','ARPC1A',82.9,108.7,138.3,63.6,61.4,87.4,3.2,66.9,124.1,108.0,104.6,111.6,72.7,76.7,84.6,82.2,52.1,93.3
'38816_at','TACC2',160.3,153.7,212.8,290.6,199.3,288.6,269.9,178.1,229.2,225.4,229.4,270.3,153.3,274.0,248.4,309.1,231.4,235.7
'38817_at','SPAG7',719.8,817.2,501.9,590.9,695.1,517.6,487.0,522.4,646.5,839.5,793.2,725.6,885.8,960.8,870.4,704.0,648.7,683.4
'38818_at','SPTLC1',635.0,667.9,567.8,627.5,262.3,627.9,225.3,354.9,394.0,930.6,847.1,597.2,765.7,311.3,465.8,440.5,578.9,492.4
'38819_at','PTK7',139.0,19.1,24.6,23.5,17.2,50.3,33.5,30.3,31.2,77.1,67.7,18.4,166.7,71.8,19.1,26.5,30.1,61.3
'38820_at','SEP15',144.1,149.3,157.8,241.3,130.3,263.6,116.0,182.6,159.3,268.9,314.7,371.2,254.4,145.7,217.8,219.7,246.6,194.1
'38821_at','PGRMC2',233.6,304.1,189.1,263.5,224.5,206.7,107.6,177.2,271.6,196.9,257.5,215.0,272.9,107.3,191.5,175.8,246.6,169.2
'38822_at','STK17A',120.5,169.9,143.0,148.0,107.2,188.1,445.5,195.5,98.7,91.9,125.0,38.5,116.3,162.1,186.6,114.6,216.3,62.9
'38823_s_at','STK17A',2.4,76.0,45.6,36.0,13.0,44.1,79.3,13.9,9.4,24.4,56.1,5.8,12.6,70.3,30.0,24.8,38.8,8.2
'38824_at','HTATIP2',154.8,163.8,132.7,169.8,91.3,190.4,111.4,133.8,118.7,242.0,150.1,115.6,75.1,64.3,68.3,124.2,175.2,105.6
'38825_at','FGA',39.2,5.4,9.2,8.3,6.8,9.9,128.4,99.8,19.0,15.4,5.5,48.9,10.7,8.8,10.5,9.6,16.9,87.4
'38826_at','SEPT6',79.7,282.4,61.5,96.8,35.8,47.8,146.6,85.1,71.2,75.2,68.0,119.1,169.0,40.8,88.7,157.7,61.6,78.2
'38827_at','AGR2',603.4,19.8,138.3,93.3,1.8,114.9,123.8,80.8,171.1,113.4,187.4,93.7,149.4,27.1,3.9,277.1,783.0,96.4
'38828_s_at','KHSRP',381.7,528.6,361.5,309.9,309.6,349.1,241.4,332.8,267.9,238.7,326.1,429.7,585.5,367.1,444.3,529.7,377.8,381.7
'38829_r_at','KHSRP',78.5,100.6,193.7,71.7,105.0,42.9,78.3,75.1,49.3,120.7,75.7,75.6,170.1,137.1,109.3,106.5,92.0,85.0
'38830_at','ABCF3',402.7,168.6,210.6,378.5,291.7,301.1,111.7,151.5,397.6,248.9,387.2,466.9,238.9,264.3,247.9,257.5,187.8,267.1
'38831_f_at','GNB2',589.1,371.8,369.3,282.9,305.5,347.5,265.3,309.8,923.5,509.5,578.1,413.8,389.3,346.6,523.3,586.6,611.0,621.3
'38832_r_at','GNB2',911.6,215.9,87.0,274.8,783.3,389.7,197.1,117.1,129.3,340.0,381.7,504.2,580.1,863.8,478.1,850.9,904.7,472.7
'38833_at','HLA DPA1',926.9,998.9,642.3,1538.5,1107.4,1595.9,945.6,1435.8,1432.0,2309.1,1562.3,1008.6,1287.6,1448.9,1191.8,891.0,1062.0,1773.5
'38834_at','TOPBP1',52.9,97.9,80.3,38.1,44.7,6.6,123.2,40.7,31.5,65.8,58.7,61.2,81.6,44.0,62.2,54.0,85.8,62.2
'38835_at','TM9SF1',747.8,325.7,375.1,1090.9,220.6,1195.6,204.1,335.1,1313.7,832.8,874.9,891.5,405.9,351.0,274.5,460.0,351.9,590.4
'38836_at','NPTXR',100.3,45.0,9.5,47.9,9.3,73.1,11.1,24.6,82.5,64.3,62.0,60.9,55.4,19.3,7.1,86.1,17.3,77.1
'38837_at','TMX4',141.1,254.2,215.6,180.6,248.7,152.7,110.8,185.7,106.1,195.5,251.5,280.3,177.7,271.1,302.8,234.9,130.8,150.9
'38838_at','EXOSC9',5.3,2.2,2.7,2.4,10.1,6.2,29.6,3.1,1.5,12.7,5.4,5.5,6.8,3.7,6.9,2.9,7.9,9.8
'38839_at','PFN2',939.1,529.8,1322.0,941.4,1864.3,859.8,279.5,251.8,836.3,1223.1,1310.2,1148.7,665.5,2424.6,931.7,776.3,537.5,811.9
'38840_s_at','PFN2',1002.2,654.5,1430.0,948.0,1559.3,792.7,220.3,314.5,868.0,1190.5,1006.8,1241.5,960.7,2064.0,1226.7,734.4,529.3,789.5
'38841_at','UBAC1',279.5,285.9,416.4,179.0,335.1,199.2,86.1,178.1,235.3,291.6,284.1,226.5,415.7,632.7,536.9,242.5,304.9,276.4
'38842_at','AMOTL2',172.9,515.2,418.9,120.0,169.3,117.9,110.3,145.2,111.9,96.8,283.6,150.7,267.1,294.7,508.6,281.1,225.0,159.5
'38843_at','HMGXB4',172.5,148.1,126.5,158.7,57.9,121.6,233.1,125.5,141.6,173.0,174.2,78.2,210.0,90.8,89.5,128.4,59.8,101.7
'38844_at','PDK2',25.4,6.1,16.4,41.8,108.0,54.1,55.1,44.0,83.2,57.6,67.9,92.6,57.3,128.7,89.0,77.1,59.3,145.8
'38845_at','PDK2',239.8,323.5,320.4,167.4,130.1,39.5,340.2,43.7,200.2,159.1,202.0,75.7,91.1,94.0,212.7,49.0,54.3,252.7
'38846_at','SSBP1',232.8,246.0,174.8,165.4,152.6,205.2,184.4,185.9,222.6,241.2,220.8,219.0,232.3,163.7,212.6,203.0,172.5,122.0
'38847_at','MELK',40.2,21.1,2.6,21.5,40.7,22.3,116.5,50.7,30.4,12.6,13.5,7.5,21.9,19.6,21.1,31.9,57.0,48.1
'38848_at','AI732905',4.9,9.7,65.2,16.9,15.0,18.3,23.4,34.1,8.6,4.9,1.2,43.6,13.0,49.3,5.2,15.2,5.6,50.3
'38849_at','SCAMP1',95.2,120.2,161.9,134.4,86.8,184.7,199.7,114.7,209.8,139.2,483.1,245.7,241.9,133.8,110.4,210.4,213.0,201.1
'38850_at','M11119',159.6,28.9,64.2,349.4,81.0,318.0,27.8,15.6,263.9,172.8,180.7,261.1,86.3,9.8,8.0,94.7,145.6,99.7
'38851_at','LOR',270.0,265.1,342.8,303.2,369.7,309.2,879.4,539.0,310.9,271.5,281.5,322.4,369.7,461.7,366.8,406.1,577.6,481.4
'38852_at','AGAP2',7.5,8.4,8.0,11.2,27.4,18.9,45.8,87.1,13.9,16.9,15.7,34.5,37.8,22.8,56.1,10.0,10.4,16.3
'38853_at','GPR64',35.6,8.9,12.1,41.6,73.7,32.8,25.4,11.9,71.7,108.7,246.2,69.2,46.9,46.4,7.9,73.7,45.7,77.4
'38854_at','CEP135',71.8,58.4,174.1,53.3,45.1,43.6,286.4,129.5,25.0,55.4,57.7,38.5,104.1,65.0,81.4,83.2,69.2,33.3
'38855_s_at','OLFM1',76.4,96.6,195.9,93.5,74.5,35.8,20.1,17.3,79.4,84.1,71.6,87.8,68.4,81.4,153.0,82.0,69.2,35.1
'38856_at','ADAMTSL3',37.5,54.2,159.7,23.8,81.5,13.8,160.5,61.0,23.6,67.0,42.6,59.3,196.9,114.8,92.5,68.1,122.4,76.6
'38857_r_at','KLHL23',22.1,42.8,22.2,22.6,2.9,3.1,19.2,23.7,46.2,47.2,31.2,14.0,24.5,15.8,4.9,5.0,31.0,4.3
'38858_at','KCNH2',276.1,409.5,409.8,169.7,239.2,213.3,367.3,345.5,302.7,258.5,162.0,152.2,255.9,254.5,323.4,399.4,303.5,327.8
'38859_at','SEC31B',32.1,51.9,23.0,76.3,19.5,50.8,35.5,38.5,8.9,21.2,16.6,23.4,62.5,17.9,25.0,60.6,32.9,113.8
'38860_at','PDE4C',101.0,212.5,185.8,126.8,192.2,65.6,446.1,176.6,116.8,96.0,94.1,112.8,91.9,163.2,136.5,180.6,140.6,210.6
'38861_at','PON1',5.0,3.7,7.8,2.5,4.8,13.4,20.5,10.1,16.6,11.1,3.6,8.4,4.5,8.9,2.0,5.6,3.2,5.6
'38862_at','SKAP1',55.8,44.7,13.6,14.9,83.1,42.7,66.0,24.1,8.5,34.4,34.4,70.8,23.9,12.2,25.1,54.0,41.5,46.2
'38863_at','RFC5',97.1,85.9,92.8,84.2,71.4,104.1,55.9,87.2,92.3,75.0,118.3,50.2,48.5,192.6,115.7,83.8,44.4,128.8
'38864_at','NFATC2IP',104.7,26.2,62.7,79.1,27.6,61.9,28.1,17.8,73.5,71.1,87.9,58.0,130.7,24.1,88.2,71.7,35.2,31.5
'38865_at','GRAP2',188.0,298.5,245.8,207.6,343.7,253.4,693.5,333.9,155.1,220.4,180.6,148.8,170.2,244.4,186.6,206.0,354.2,308.0
'38866_at','GRAP2',7.7,5.9,39.7,34.4,16.2,23.1,3.5,51.4,1.8,38.4,13.9,18.2,19.6,24.4,41.5,3.5,25.1,24.0
'38867_g_at','GRAP2',12.2,9.2,13.2,9.5,8.4,20.0,50.0,17.9,9.5,6.5,2.6,8.4,7.4,9.4,7.9,7.6,20.9,5.9
'38868_at','FCAR',5.0,6.5,8.6,4.9,17.0,6.8,9.8,5.9,7.6,7.7,6.2,12.9,8.7,5.5,3.4,4.4,12.1,8.3
'38869_at','PLCH1',25.5,2.7,15.1,6.8,9.3,14.6,14.7,5.5,3.9,7.5,8.3,3.9,13.4,39.9,25.6,6.5,3.4,6.5
'38870_at','GFRA2',25.0,23.1,43.1,13.2,57.3,13.4,29.5,55.0,43.1,23.8,45.6,14.8,13.8,20.8,48.3,52.2,21.3,14.6
'38871_at','BCL10',77.8,11.4,6.1,44.0,54.6,69.6,22.4,17.7,71.6,37.9,43.6,81.1,63.0,59.7,39.1,44.5,55.6,47.5
'38872_at','ZNF230',47.7,26.0,8.7,35.9,58.3,48.5,53.3,9.4,39.2,65.0,37.5,4.3,63.1,64.8,47.6,23.1,30.7,26.9
'38873_at','VPRBP',21.3,12.2,50.0,6.7,50.7,21.6,14.1,99.3,8.3,4.3,35.1,7.1,4.0,15.2,17.1,48.0,11.1,8.5
'38874_s_at','PRPH2',5.1,8.2,5.2,7.2,35.5,4.4,19.4,10.3,6.4,2.7,15.0,13.8,10.1,11.1,6.1,5.6,6.9,7.4
'38875_r_at','GREB1',59.5,65.9,103.7,467.0,57.3,368.3,61.7,55.8,541.9,492.2,405.4,1027.4,89.2,53.9,92.6,367.2,222.5,121.3
'38876_at','ASB9',30.7,33.8,66.1,24.5,72.6,55.8,118.6,16.3,39.1,22.0,40.2,7.6,25.0,71.7,18.6,9.6,25.0,20.3
'38877_s_at','B3GAT2',4.6,12.7,10.1,6.1,8.7,10.7,25.8,14.0,17.8,6.4,5.8,7.8,20.1,9.3,13.9,12.4,19.8,17.5
'38878_at','SMAP1',52.9,58.2,35.2,101.0,40.7,68.2,25.9,35.7,58.9,65.3,49.2,16.3,27.8,60.0,98.3,22.3,25.9,67.2
'38879_at','S100A12',5.3,11.6,6.4,4.6,18.5,18.5,71.5,21.8,22.6,13.0,9.9,27.6,22.8,14.0,11.0,7.5,19.3,11.2
'38880_at','MAPKBP1',179.3,145.5,112.3,51.7,270.1,181.6,372.7,125.2,119.6,149.1,75.9,86.8,252.1,241.7,112.7,197.3,137.1,258.1
'38881_i_at','TRIM16L',92.6,384.2,107.1,38.2,275.6,27.2,92.0,208.1,144.2,93.2,77.7,15.5,21.5,229.4,179.6,53.8,35.0,141.5
'38882_r_at','TRIM16',337.2,980.6,409.6,361.9,911.2,188.8,1031.7,728.9,298.9,296.7,412.8,313.4,334.2,904.8,465.8,137.3,591.1,573.0
'38883_at','AA843545',17.2,17.6,25.3,13.1,35.5,28.0,71.4,41.4,22.8,19.6,26.4,20.1,20.6,30.4,25.8,25.9,43.4,11.2
'38884_at','CLCA1',3.2,3.5,5.8,14.0,4.3,1.7,9.8,3.8,1.8,1.3,5.6,3.7,4.6,8.3,4.2,2.7,2.0,3.2
'38885_at','DNA2',37.9,82.0,18.6,94.6,37.9,26.3,194.4,144.9,60.0,81.1,37.6,50.3,54.5,74.0,54.0,64.9,100.6,77.8
'38886_i_at','DIRAS3',30.9,3.9,7.7,9.6,13.3,27.8,19.1,5.1,15.1,6.9,33.4,24.7,10.9,19.2,11.4,22.9,20.7,26.6
'38887_r_at','DIRAS3',36.5,1.9,24.0,18.5,32.2,21.0,49.0,13.6,15.4,26.3,11.6,3.7,22.5,23.4,24.2,5.3,1.8,5.7
'38888_at','LGI1',0.8,29.6,33.4,20.8,90.2,37.7,56.0,66.6,33.7,14.6,14.3,32.2,27.4,69.4,93.6,52.5,30.9,14.4
'38889_at','ZFYVE9',13.3,27.0,30.1,49.7,8.5,38.0,56.2,19.2,46.1,9.0,18.0,10.8,8.6,9.9,31.8,66.3,17.2,17.8
'38890_at','APCS',12.7,3.8,60.4,11.5,9.3,21.7,125.4,14.6,18.5,22.6,17.2,41.1,3.2,34.5,4.4,39.1,10.8,14.8
'38891_at','MTTP',2.5,4.1,14.6,0.8,2.9,3.9,12.5,5.0,1.0,2.1,1.3,1.5,1.8,6.6,4.8,1.8,3.0,3.4
'38892_at','KIAA0240',180.0,108.4,192.3,141.7,83.8,90.6,9.4,143.0,90.5,143.1,159.0,167.0,270.2,138.2,155.1,168.8,113.6,120.3
'38893_at','NCF4',91.8,159.2,161.8,117.9,110.4,34.4,258.0,221.9,125.9,84.8,104.7,142.2,141.9,217.8,335.1,96.3,109.6,90.8
'38894_g_at','NCF4',64.6,8.0,53.0,11.5,119.7,67.3,270.2,75.0,33.8,30.1,27.7,40.5,53.1,77.7,93.1,14.4,63.9,55.6
'38895_i_at','NCF4',2.5,2.8,2.3,2.3,13.2,3.2,12.7,4.9,3.9,4.9,2.4,2.2,3.0,3.8,3.3,2.9,6.5,4.3
'38896_at','TNPO2',7.9,11.7,20.0,6.3,19.0,11.6,26.8,14.4,10.3,9.6,6.3,10.8,8.8,8.6,7.3,11.7,21.1,11.6
'38897_at','SLC7A4',185.1,112.5,133.2,81.8,218.6,187.5,219.5,307.8,216.8,156.3,161.5,136.4,180.9,203.8,147.6,189.0,281.0,236.2
'38898_at','FBXO21',57.2,26.1,40.6,43.1,12.6,38.5,95.8,84.8,11.7,17.4,8.8,52.2,17.1,51.9,61.6,74.5,19.5,52.6
'38899_s_at','MFN1',170.5,197.2,167.3,241.1,209.9,231.5,282.6,199.8,164.6,218.5,205.7,159.2,140.2,173.7,150.4,147.5,165.3,161.0
'388_at','PIK3R2',256.1,165.0,199.7,155.3,188.6,135.3,418.1,324.7,132.0,183.3,164.2,155.9,249.0,124.4,166.8,216.1,227.3,246.6
'38900_at','PAX3',87.2,86.6,67.9,72.9,132.2,72.1,352.2,101.1,68.8,39.0,25.0,69.6,17.2,134.0,67.1,87.6,139.3,83.7
'38901_at','USP19',341.1,309.8,241.0,298.6,353.5,370.5,652.6,504.8,300.7,304.7,324.5,340.5,414.0,371.7,290.3,366.8,494.2,433.5
'38902_r_at','ATF2',21.1,20.1,45.6,30.1,27.4,4.1,66.3,30.5,1.6,16.8,23.6,3.2,1.0,8.1,13.4,20.3,30.8,25.5
'38903_at','GJB5',159.9,78.2,169.1,122.4,91.7,56.3,248.2,234.2,128.4,221.9,199.2,163.0,164.6,127.5,102.9,161.6,250.8,200.7
'38904_at','SRC',52.6,25.7,69.1,8.6,57.2,88.5,67.4,16.2,49.9,45.7,16.6,11.4,62.2,64.6,75.3,24.8,49.1,34.3
'38905_at','PRKAR2A',8.3,3.1,4.7,10.6,9.0,4.7,12.8,7.1,37.3,31.5,10.7,5.2,6.7,6.0,9.3,9.3,9.4,10.5
'38906_at','SPTA1',6.6,3.1,7.2,6.0,21.4,2.4,51.8,9.2,2.9,2.5,1.9,2.8,3.9,4.0,1.8,6.1,4.1,2.4
'38907_at','AL050047',2.1,1.6,2.4,3.5,5.4,4.3,17.7,13.9,22.5,3.5,2.0,4.7,11.7,5.6,2.0,8.9,3.8,5.5
'38908_s_at','REV3L',196.2,444.3,335.5,236.0,365.3,195.9,331.1,459.8,126.0,238.0,172.5,281.4,234.9,350.0,398.5,228.8,116.8,216.3
'38909_at','CYP27B1',26.5,13.0,90.6,61.2,21.2,6.7,177.4,153.7,33.6,17.2,31.0,12.2,27.9,56.3,12.9,18.0,52.2,19.6
'38910_at','ATPAF2',5.4,9.9,22.5,6.2,4.9,9.3,29.9,10.6,9.3,9.3,7.3,9.8,7.6,17.4,12.2,6.4,6.3,7.1
'38911_at','NUP98',84.3,72.4,75.4,178.2,83.5,183.3,268.9,124.3,154.7,162.7,164.7,141.8,99.0,92.2,127.7,129.9,128.4,92.1
'38912_at','NAT2',20.7,13.6,40.6,10.7,12.3,9.2,82.7,23.5,17.1,14.6,10.5,23.7,10.3,39.7,7.1,32.3,31.2,9.4
'38913_at','HFE',62.2,17.1,75.7,59.0,13.4,33.4,77.8,31.7,54.9,46.8,68.3,77.3,103.5,56.5,38.3,76.8,54.5,88.6
'38914_at','LCMT2',28.0,7.1,8.6,9.1,14.9,20.6,11.9,69.7,4.9,19.3,6.0,3.6,63.4,39.7,28.2,8.5,58.6,30.0
'38915_at','LRRC37A2',76.6,27.9,186.7,24.5,8.5,16.2,65.1,74.6,5.2,9.3,15.6,16.9,135.3,33.0,17.0,56.7,24.3,20.9
'38916_at','MAMLD1',82.9,147.5,83.6,103.0,41.1,98.0,426.7,74.1,108.7,85.8,155.2,122.8,90.1,31.5,120.5,154.3,40.9,96.3
'38917_at','TRD@',3.8,7.1,12.4,4.6,34.6,7.3,17.2,14.4,18.5,4.3,24.4,15.4,4.6,12.7,5.9,9.5,53.4,64.8
'38918_at','SOX13',168.6,148.4,270.0,143.1,162.9,148.5,226.1,274.0,160.9,193.2,105.1,151.6,446.1,173.7,116.9,182.5,130.7,177.4
'38919_at','KIAA1009',32.6,21.8,55.2,42.9,24.9,47.5,69.9,34.2,25.5,40.6,32.7,26.4,70.9,48.4,18.8,31.7,25.0,41.3
'38920_at','CHEK1',23.9,3.7,4.3,24.8,3.6,20.3,3.8,6.7,18.9,10.0,1.0,2.4,2.0,4.7,4.4,2.3,14.0,5.7
'38921_at','PDE1B',125.8,291.6,74.2,121.6,141.8,97.7,111.1,53.3,108.7,91.6,90.0,112.3,123.1,179.4,111.6,162.8,77.7,131.7
